,departamento,cod_dpto,municipio,cod_mpio,dimension,sub_dimension,category,place_type,main_keywords,keyword,place_id,name,types,latitude,longitude,address,average_rating,user_ratings_total,place_link,phone,website,opening_hours,review_1_rating,review_1_text,review_2_rating,review_2_text,review_3_rating,review_3_text,review_4_rating,review_4_text,review_5_rating,review_5_text,city
467,CAUCA,19,LA SIERRA,19392,Infraestructura complementaria,Servicios de ciudad,Servicios de emergencia,Bomberos,"""bomberos""",bomberos,ChIJWclweH3oL44RYVkQOzAjroM,Vereda Chontaduro,"locality,political",2.23428,-76.78041,"Vda. Chontaduro, Rosas",,,https://maps.google.com/?cid=9488560154972543329,,,,,,,,,,,,,,Vda. Chontaduro
468,CAUCA,19,ROSAS,19622,Infraestructura complementaria,Servicios de ciudad,Servicios de emergencia,Policía,"""policía""",policía,ChIJkaD1R3PmL44R62jPvYmLOGw,Estación De Policia - Rosas Cauca,"establishment,point_of_interest,police",2.2608914,-76.7395147,Rosas,,,https://maps.google.com/?cid=7798136178503280875,,,Monday: Open 24 hours|Tuesday: Open 24 hours|Wednesday: Open 24 hours|Thursday: Open 24 hours|Friday: Open 24 hours|Saturday: Open 24 hours|Sunday: Open 24 hours,,,,,,,,,,,
469,CAUCA,19,LA SIERRA,19392,Infraestructura complementaria,Servicios de ciudad,Servicios de emergencia,Policía,"""policía""",policía,ChIJmYNguG7pL44RskENQjlEy-w,Estación De Policía,"establishment,point_of_interest,police",2.1778218,-76.7633516,La Sierra,,,https://maps.google.com/?cid=17062806625935245746,,,,,,,,,,,,,,
470,CAUCA,19,SOTARA,19760,Infraestructura complementaria,Servicios de ciudad,Servicios de emergencia,Policía,"""policía""",policía,ChIJFaKItAHjL44R2nKJULb3Uyc,Estacion De Policia,"establishment,point_of_interest,police",2.3540556,-76.68376479999999,"Pan-American Highway, Timbío",,,https://maps.google.com/?cid=2833880952953467610,321 7975239,,,,,,,,,,,,,Pan-American Highway
471,CAUCA,19,LA VEGA,19397,Infraestructura complementaria,Servicios de ciudad,Servicios de emergencia,Policía,"""policía""",policía,ChIJCfCDIHeXL44R1c1QEQrGulk,Estación De Policia La Vega,"establishment,point_of_interest",1.999567,-76.7759059,La Vega,5.0,2.0,https://maps.google.com/?cid=6465697961586249173,,,,5.0,Linda,5.0,,,,,,,,
472,CAUCA,19,SOTARA,19760,Experiencia de alto valor turístico,Experiencias y actividades en el macizo Caucano,Experiencias y rutas culturales,Cultura y Comunidad,"""centro histórico"", ""mercado artesanal"", ""museo local"", ""tour cultural""",museo local,ChIJJYbICY_jL44RLDNfpWOpjNQ,Museo De La Lucha Contra Duque Y Uribe,"establishment,museum,point_of_interest",2.3536439,-76.6846705,"Cra. 20 #1674 a 1788, Timbío",3.5,2.0,https://maps.google.com/?cid=15315802678221550380,,,,2.0,,5.0,,,,,,,,Cra. 20 #1674 a 1788
473,CAUCA,19,LA SIERRA,19392,Experiencia de alto valor turístico,Experiencias y actividades en el macizo Caucano,Experiencias y rutas culturales,Cultura y Comunidad,"""centro histórico"", ""mercado artesanal"", ""museo local"", ""tour cultural""",museo local,ChIJVWUJhVvpL44RKylAoyQl3QA,"Casa Museo ""Un Paso Por El Tiempo""","establishment,museum,point_of_interest",2.1793649,-76.76039349999999,"Cra. 3, La Sierra",5.0,3.0,https://maps.google.com/?cid=62246809140996395,,https://www.facebook.com/Casas-Museo-Cosurca-1951752204948194/,Monday: Closed|Tuesday: Closed|Wednesday: 9:00 AM – 4:00 PM|Thursday: Closed|Friday: 9:00 AM – 4:00 PM|Saturday: 9:00 AM – 4:00 PM|Sunday: Closed,5.0,"Super invited to support this great project, congratulations to all the people who have made this pride possible for the municipality of La Sierra,",5.0,"The ""A Step Through Time"" House Museum is a great way to learn about the history of the Cauca Mountains, of Cauca, exploring the territory and commemorating the region's history through themes such as social and armed conflict, rural trades, and coffee-growing systems, among other elements that seek to highlight rural peasant, Indigenous, and Afro-Colombian society.

It is an excellent space for the whole family, educational institutions, and visitors who wish to experience Cauca from a comprehensive and cross-cutting perspective.",5.0,,,,,,Cra. 3
474,CAUCA,19,SOTARA,19760,Experiencia de alto valor turístico,Experiencias y actividades en el macizo Caucano,Experiencias y rutas culturales,Arqueología y fósiles,"""museo arqueológico"", ""zona de fósiles"", ""sitio precolombino"", ""museo de historia natural""",museo arqueológico,ChIJccBRNgD7L44R3v58Az3sSr0,Petroglifos El Molino Sotará,"establishment,museum,point_of_interest",2.2592334,-76.589884,Sotara,5.0,1.0,https://maps.google.com/?cid=13639974168240651998,,,Monday: Open 24 hours|Tuesday: Open 24 hours|Wednesday: Open 24 hours|Thursday: Open 24 hours|Friday: Open 24 hours|Saturday: Open 24 hours|Sunday: Open 24 hours,5.0,,,,,,,,,,
475,CAUCA,19,LA SIERRA,19392,Experiencia de alto valor turístico,Experiencias y actividades en el macizo Caucano,Experiencias y rutas culturales,Arquitectura simbólica,"""santuario religioso"", ""templo emblemático"", ""arquitectura andina"", ""iglesia icónica"", ""monumento religioso""",santuario religioso,ChIJg937TtvDL44RMWQmfHAGoiM,Santuario La Virgen De Guavito,"establishment,museum,point_of_interest",2.1749107,-76.8884654,"25, La Sierra",4.5,43.0,https://maps.google.com/?cid=2567621817743598641,,,,5.0,Sanctuary of the apparition of the miraculous Virgin. Walking ecological trail,5.0,"A place where you can enjoy nature, with a beautiful view, a great climb for your legs, a bit steep, and lots of steps.
In summer, the heat is stifling, so you should be well hydrated.
It's rarely visited year-round, except perhaps during Holy Week.",5.0,"It is a beautiful place, the Virgin of the Rock patron saint of the entire region, may she shower many blessings on all her visitors.",5.0,It is a very good place to take a walk and share in a quiet and ecological environment.,1.0,"Sacred place to reconnect with the Virgin in spirituality from this site, praying with great fervor for our lives and that of our family and friends.",25
476,CAUCA,19,LA VEGA,19397,Experiencia de alto valor turístico,Experiencias y actividades en el macizo Caucano,Experiencias y rutas culturales,Arquitectura simbólica,"""santuario religioso"", ""templo emblemático"", ""arquitectura andina"", ""iglesia icónica"", ""monumento religioso""",santuario religioso,ChIJFUfn7ujrL44R2WZ6Rx2CG2U,"Iglesia Católica Albania, Nuestra Señora De Lourdes","church,establishment,place_of_worship,point_of_interest",2.0973468,-76.7994105,La Vega,5.0,3.0,https://maps.google.com/?cid=7285559884466775769,,,Monday: Open 24 hours|Tuesday: Open 24 hours|Wednesday: Open 24 hours|Thursday: Open 24 hours|Friday: Open 24 hours|Saturday: Open 24 hours|Sunday: Open 24 hours,5.0,"A spiritual place, small with large stones, a natural environment.",5.0,Hermoso lugar 😻,5.0,Beautiful place,,,,,
477,CAUCA,19,LA VEGA,19397,Experiencia de alto valor turístico,Experiencias y actividades en el macizo Caucano,Experiencias y rutas culturales,Arquitectura simbólica,"""santuario religioso"", ""templo emblemático"", ""arquitectura andina"", ""iglesia icónica"", ""monumento religioso""",santuario religioso,ChIJSxvHeJ2VL44ReBa7Ywgxkjg,Iglesia Santa Barbara,"establishment,place_of_worship,point_of_interest",2.0638355,-76.82146089999999,La Vega,5.0,1.0,https://maps.google.com/?cid=4076374524826424952,320 8896592,https://palechorcamilo301.wixsite.com/website,,5.0,Beautiful,,,,,,,,,
478,CAUCA,19,LA VEGA,19397,Experiencia de alto valor turístico,Experiencias y actividades en el macizo Caucano,Experiencias y rutas culturales,Arquitectura simbólica,"""santuario religioso"", ""templo emblemático"", ""arquitectura andina"", ""iglesia icónica"", ""monumento religioso""",monumento religioso,ChIJOZ3wSoiWL44R607gSDaV7TE,Iglesia San Lorenzo,"church,establishment,place_of_worship,point_of_interest",1.99998,-76.77824,La Vega,4.6,5.0,https://maps.google.com/?cid=3597695737722326763,,,,5.0,"Always when I visit nearby places I cannot allow myself not to attend this beautiful monument, where you can find peace inside, the people who visit it are pleasant and I recommend it if you visit places surrounding the municipality.",4.0,The architecture of the church is very beautiful.,5.0,A majestic and beautiful architecture,5.0,Every day more beautiful,4.0,,
479,CAUCA,19,SOTARA,19760,Experiencia de alto valor turístico,Experiencias y actividades en el macizo Caucano,Experiencias de naturaleza y montaña,Espacios naturales," ""parque natural"", ""reserva natural""",parque natural,ChIJzcsuLdDlL44R28kzzyBXc48,Cerró Lomagrande,"establishment,park,point_of_interest",2.2721301,-76.7226731,San Sebastián,4.4,27.0,https://maps.google.com/?cid=10336701368172267995,,,,5.0,"It's a place I've been going to since I was little, it's quiet and ideal for spending a spectacular afternoon.",5.0,"Very nice place, spectacular geographical features",5.0,,5.0,Exelente para pasear con familia y amigos.,4.0,What a good breakfast,
480,CAUCA,19,LA SIERRA,19392,Experiencia de alto valor turístico,Experiencias y actividades en el macizo Caucano,Experiencias de naturaleza y montaña,Espacios naturales," ""parque natural"", ""reserva natural""",parque natural,ChIJWSGRD7_pL44RUMrC1Amabtg,Parque Párraga,"establishment,park,point_of_interest",2.2315528,-76.7872852,"Unnamed Road, Rosas",4.5,42.0,https://maps.google.com/?cid=15595571926645525072,,,,5.0,Deli....,5.0,"Párraga, a district in the municipality of Rosas, Cauca, is a community steeped in history and culture. Despite the challenges it faces, such as a lack of infrastructure and economic opportunities, Párraga is distinguished by its hardworking and resilient people. The surrounding natural environment, with its mountainous landscapes and rivers, offers a setting of beauty and tranquility. Furthermore, its customs and traditions reflect the cultural richness of the region. However, it is necessary to promote projects that improve the quality of life of its inhabitants and foster sustainable development, taking advantage of its natural resources and the potential of its people.",5.0,"A great place to stop, especially if you're traveling in a motorhome or on an adventure. The locals are super friendly and have buildings like the church, an old school, and some homes made of river rock. The place is very welcoming, and its residents take great care to keep it beautiful.",5.0,A very cozy little town with excellent landscapes that you will love.,4.0,"The typical town park on the main road that runs through the town, there is a lot of commerce and bustle, the park is very colorful and has several chairs to rest.",Unnamed Road
481,CAUCA,19,ROSAS,19622,Experiencia de alto valor turístico,Experiencias y actividades en el macizo Caucano,Experiencias de naturaleza y montaña,Espacios naturales," ""parque natural"", ""reserva natural""",parque natural,ChIJKVtCGC7nL44R0yxHP-DWTTg,Cerro San Francisco,"establishment,park,point_of_interest",2.256754,-76.7336816,Rosas,5.0,2.0,https://maps.google.com/?cid=4057135097953332435,,,,5.0,,5.0,,,,,,,,
482,CAUCA,19,ROSAS,19622,Experiencia de alto valor turístico,Experiencias y actividades en el macizo Caucano,Experiencias de naturaleza y montaña,Espacios naturales," ""parque natural"", ""reserva natural""",parque natural,ChIJ0bg4UHPmL44RUgF6UDbbVis,Municipal Avelino Rosas Park,"establishment,park,point_of_interest",2.2615145,-76.7406992,Rosas,4.2,162.0,https://maps.google.com/?cid=3122924417952907602,,,,3.0,Normal...,5.0,Super,5.0,"Excellent place, the food is delicious. Exquisite. The rooms are superb and have air conditioning.",5.0,"Large areas to walk, very safe at night, places to eat very close and at a good economic price, great charisma of the people, good place to stop and rest",5.0,"A very nice and cozy place, excellent weather... I liked it a lot",
483,CAUCA,19,SOTARA,19760,Experiencia de alto valor turístico,Experiencias y actividades en el macizo Caucano,Experiencias de naturaleza y montaña,Espacios naturales," ""parque natural"", ""reserva natural""",parque natural,ChIJcaEiNgHjL44RhH5DhfmTGzM,Boyacá Park,"establishment,park,point_of_interest",2.3509376,-76.6829815,Timbío,4.5,414.0,https://maps.google.com/?cid=3682699820197445252,,,Monday: Open 24 hours|Tuesday: Open 24 hours|Wednesday: Open 24 hours|Thursday: Open 24 hours|Friday: Open 24 hours|Saturday: Open 24 hours|Sunday: Open 24 hours,5.0,Ok.,5.0,Nice,3.0,normal,5.0,Super,4.0,"A large, clean, well-maintained park, with lighting and fulfilling its function of providing a space for rest, recreation or play for the community. Around it you can see people talking, children playing, kids using their bikes and people enjoying a wafer or ice cream.",
484,CAUCA,19,ROSAS,19622,Experiencia de alto valor turístico,Experiencias y actividades en el macizo Caucano,Experiencias de naturaleza y montaña,Espacios naturales," ""parque natural"", ""reserva natural""",parque natural,ChIJl4xpqTjnL44R_a3R5nz74PU,Cerro Broncazo,"establishment,park,point_of_interest",2.2641002,-76.7431987,Rosas,5.0,4.0,https://maps.google.com/?cid=17717437447942548989,,,,5.0,"The best view, with incredible landscapes",5.0,,5.0,,5.0,,,,
485,CAUCA,19,ROSAS,19622,Experiencia de alto valor turístico,Experiencias y actividades en el macizo Caucano,Experiencias de naturaleza y montaña,Espacios naturales," ""parque natural"", ""reserva natural""",parque natural,ChIJLcGF46znL44Rf7BL1QEEenI,Cerro De La Pelota,"establishment,park,point_of_interest",2.2650051,-76.7384847,Rosas,,,https://maps.google.com/?cid=8248910073402470527,,,Monday: Open 24 hours|Tuesday: Open 24 hours|Wednesday: Open 24 hours|Thursday: Open 24 hours|Friday: Open 24 hours|Saturday: Open 24 hours|Sunday: Open 24 hours,,,,,,,,,,,
486,CAUCA,19,SOTARA,19760,Experiencia de alto valor turístico,Experiencias y actividades en el macizo Caucano,Experiencias de naturaleza y montaña,Espacios naturales," ""parque natural"", ""reserva natural""",parque natural,ChIJy7GT3f3xL44RZ8hWCyVaIQE,Cascada San Roque,"establishment,park,point_of_interest",2.1649567,-76.5995279,"5C72+X5, Sotará",5.0,3.0,https://maps.google.com/?cid=81445383419906151,,,Monday: Open 24 hours|Tuesday: Open 24 hours|Wednesday: Open 24 hours|Thursday: Open 24 hours|Friday: Open 24 hours|Saturday: Open 24 hours|Sunday: Open 24 hours,5.0,"Excellent space to connect with nature, it is located 1 hour from Paispamba by car or motorcycle and 35 minutes walking.",5.0,Wonderful place to share with nature. Very good experience,5.0,Very beautiful,,,,,5C72+X5
487,CAUCA,19,SOTARA,19760,Experiencia de alto valor turístico,Experiencias y actividades en el macizo Caucano,Experiencias de naturaleza y montaña,Naturaleza Extrema,"""cascada natural"", ""cañón"", ""laguna de montaña"", ""volcán activo"", ""pozo selvático""",cascada natural,ChIJazBldADtL44Rs8VcSmFR_X4,Cascada La Pial,"establishment,point_of_interest,tourist_attraction",2.1636578,-76.6563481,La Sierra,5.0,1.0,https://maps.google.com/?cid=9150559496187987379,,,Monday: Open 24 hours|Tuesday: Open 24 hours|Wednesday: Open 24 hours|Thursday: Open 24 hours|Friday: Open 24 hours|Saturday: Open 24 hours|Sunday: Open 24 hours,5.0,,,,,,,,,,
488,CAUCA,19,SOTARA,19760,Experiencia de alto valor turístico,Experiencias y actividades en el macizo Caucano,Experiencias de naturaleza y montaña,Naturaleza Extrema,"""cascada natural"", ""cañón"", ""laguna de montaña"", ""volcán activo"", ""pozo selvático""",cascada natural,ChIJ__Q4q7rtL44Ryk1MoVzI6-g,Cascada La Alasana,"establishment,park,point_of_interest",2.1244738,-76.6903441,"Unnamed Road, Sotará",5.0,8.0,https://maps.google.com/?cid=16783728736494964170,,,,5.0,"Nice view, clean air, quiet place, for now they are fixing the road but there is passage for small vehicles",5.0,"I saw a video of the place on Facebook.
And a few days later, a friend invited me to a municipality, precisely that one.
I had an alternate route to pass through that wonderful place.",5.0,It is a place with a beautiful waterfall with easy access since it is a few meters from the road,5.0,"It is a very beautiful place, the entire path and the landscape allow you to collect with nature.",5.0,Wonderful place... You have to go and see it... Because not even the best camera can do justice to its majesty.... 100% recommended,Unnamed Road
489,CAUCA,19,SOTARA,19760,Experiencia de alto valor turístico,Experiencias y actividades en el macizo Caucano,Experiencias de naturaleza y montaña,Naturaleza Extrema,"""cascada natural"", ""cañón"", ""laguna de montaña"", ""volcán activo"", ""pozo selvático""",cascada natural,ChIJy7GT3f3xL44RZ8hWCyVaIQE,Cascada San Roque,"establishment,park,point_of_interest",2.1649567,-76.5995279,"5C72+X5, Sotará",5.0,3.0,https://maps.google.com/?cid=81445383419906151,,,Monday: Open 24 hours|Tuesday: Open 24 hours|Wednesday: Open 24 hours|Thursday: Open 24 hours|Friday: Open 24 hours|Saturday: Open 24 hours|Sunday: Open 24 hours,5.0,"Excellent space to connect with nature, it is located 1 hour from Paispamba by car or motorcycle and 35 minutes walking.",5.0,Wonderful place to share with nature. Very good experience,5.0,Very beautiful,,,,,5C72+X5
490,CAUCA,19,LA VEGA,19397,Experiencia de alto valor turístico,Experiencias y actividades en el macizo Caucano,Experiencias de naturaleza y montaña,Naturaleza Extrema,"""cascada natural"", ""cañón"", ""laguna de montaña"", ""volcán activo"", ""pozo selvático""",cascada natural,ChIJtzIl3VDrL44RyDZm2o_P204,Cascada La Cantera,"establishment,point_of_interest,tourist_attraction",2.1419261,-76.7926425,"46R4+QW, La Vega",4.0,4.0,https://maps.google.com/?cid=5682363571609417416,,,,5.0,Unique and beautiful place in the Colombian massif,1.0,,5.0,,5.0,,,,46R4+QW
491,CAUCA,19,SOTARA,19760,Experiencia de alto valor turístico,Experiencias y actividades en el macizo Caucano,Experiencias de naturaleza y montaña,Naturaleza Extrema,"""cascada natural"", ""cañón"", ""laguna de montaña"", ""volcán activo"", ""pozo selvático""",cascada natural,ChIJC3_d3RvzL44RlNosze51LJQ,Cascada San Roque - Paispamba - Cauca,"establishment,park,point_of_interest",2.1652646,-76.5995362,Sotara,4.8,12.0,https://maps.google.com/?cid=10677038485093538452,,http://sotara-cauca.gov.co/,Monday: Open 24 hours|Tuesday: Open 24 hours|Wednesday: Open 24 hours|Thursday: Open 24 hours|Friday: Open 24 hours|Saturday: Open 24 hours|Sunday: Open 24 hours,5.0,"A beautiful waterfall, it's enormous and very high, creating many clouds, some bubbles, and rainbows.
Its short trails, approximately 2 kilometers in height, are very challenging, with beautiful landscapes of the western mountain range, trees, and orchids of the cloud forest.
A wide variety of cold-climate and páramo birds, some orchids, and hummingbirds are endemic to this area.",5.0,"San Roque Waterfall, located in the Chapa area, approximately 14 km from Paispamba. This is a moderately difficult climb, well worth a visit for its beautiful scenery. It's important to pack snacks to eat, always remembering to collect any trash you may throw away.",5.0,"A beautiful place with unique landscapes, and the most beautiful thing is to go from the bottom of the mountain to the hill where the waterfall is, where you can go with family and friends and enjoy good lunches; also its cold climate",5.0,"It is a beautiful waterfall located at the top of the mountain, you need to climb quite a bit up an inclined path, it is a very visited place in August to honor San Roque
A paradise for nature lovers",5.0,"Excellent place, take into account the permission of the owner of the property since it is restricted or null due to the bad behavior of visitors",
492,CAUCA,19,SOTARA,19760,Experiencia de alto valor turístico,Experiencias y actividades en el macizo Caucano,Experiencias de naturaleza y montaña,Biodiversidad y selva,"""turismo en la selva"", ""reserva natural"", ""bosque húmedo"", ""fauna silvestre"", ""flora medicinal"", ""ecoaldea"", ""avistamiento de aves"", ""avistamiento de flora""",reserva natural,ChIJzcsuLdDlL44R28kzzyBXc48,Cerró Lomagrande,"establishment,park,point_of_interest",2.2721301,-76.7226731,San Sebastián,4.4,27.0,https://maps.google.com/?cid=10336701368172267995,,,,5.0,"It's a place I've been going to since I was little, it's quiet and ideal for spending a spectacular afternoon.",5.0,"Very nice place, spectacular geographical features",5.0,,5.0,Exelente para pasear con familia y amigos.,4.0,What a good breakfast,
493,CAUCA,19,ROSAS,19622,Experiencia de alto valor turístico,Experiencias y actividades en el macizo Caucano,Experiencias de naturaleza y montaña,Biodiversidad y selva,"""turismo en la selva"", ""reserva natural"", ""bosque húmedo"", ""fauna silvestre"", ""flora medicinal"", ""ecoaldea"", ""avistamiento de aves"", ""avistamiento de flora""",reserva natural,ChIJKVtCGC7nL44R0yxHP-DWTTg,Cerro San Francisco,"establishment,park,point_of_interest",2.256754,-76.7336816,Rosas,5.0,2.0,https://maps.google.com/?cid=4057135097953332435,,,,5.0,,5.0,,,,,,,,
494,CAUCA,19,ROSAS,19622,Experiencia de alto valor turístico,Experiencias y actividades en el macizo Caucano,Experiencias de naturaleza y montaña,Biodiversidad y selva,"""turismo en la selva"", ""reserva natural"", ""bosque húmedo"", ""fauna silvestre"", ""flora medicinal"", ""ecoaldea"", ""avistamiento de aves"", ""avistamiento de flora""",reserva natural,ChIJLcGF46znL44Rf7BL1QEEenI,Cerro De La Pelota,"establishment,park,point_of_interest",2.2650051,-76.7384847,Rosas,,,https://maps.google.com/?cid=8248910073402470527,,,Monday: Open 24 hours|Tuesday: Open 24 hours|Wednesday: Open 24 hours|Thursday: Open 24 hours|Friday: Open 24 hours|Saturday: Open 24 hours|Sunday: Open 24 hours,,,,,,,,,,,
495,CAUCA,19,SOTARA,19760,Experiencia de alto valor turístico,Experiencias y actividades en el macizo Caucano,Experiencias de naturaleza y montaña,Biodiversidad y selva,"""turismo en la selva"", ""reserva natural"", ""bosque húmedo"", ""fauna silvestre"", ""flora medicinal"", ""ecoaldea"", ""avistamiento de aves"", ""avistamiento de flora""",avistamiento de aves,ChIJs0_4QsL7L44RaKcyGqeDLpI,Laguna Del Duende,"establishment,point_of_interest,tourist_attraction",2.2727656,-76.5947156,"7CF4+44, Sotará",5.0,6.0,https://maps.google.com/?cid=10533501332188473192,,,,5.0,"Mamayaku Lagoon,
Also known as Laguna Verde or Laguna Del Duende, it's a beautiful spot on the hill of sombreros between the Caldas mill and Rioblanquito.
Treks through pine trees and cloud forest along the old trails of the royal road that ran from Popayán to Almaguer offer sweeping landscapes and magical sunsets.
It's an ideal place for birdwatching, hiking in the forest, and taking photographs of the lagoon, water sources, and trails.",5.0,"Also known as Laguna Verde, it is a walk with a gradient of approximately 500m, from the town of Paispamba it is an hour and a half or two hours walk.
You must first arrive at the pisicola station and from there go up to the sawmill and continue the Trail.
Preferably go with someone who knows the place.",5.0,It's a pretty quiet place 😃 to recharge your body and soul.,5.0,Excellent,5.0,,7CF4+44
496,CAUCA,19,SOTARA,19760,Experiencia de alto valor turístico,Experiencias y actividades en el macizo Caucano,Avistamiento de flora y fauna,Avistamiento de aves,"""avistamiento de aves"", ""birdwatching""",avistamiento de aves,ChIJs0_4QsL7L44RaKcyGqeDLpI,Laguna Del Duende,"establishment,point_of_interest,tourist_attraction",2.2727656,-76.5947156,"7CF4+44, Sotará",5.0,6.0,https://maps.google.com/?cid=10533501332188473192,,,,5.0,"Mamayaku Lagoon,
Also known as Laguna Verde or Laguna Del Duende, it's a beautiful spot on the hill of sombreros between the Caldas mill and Rioblanquito.
Treks through pine trees and cloud forest along the old trails of the royal road that ran from Popayán to Almaguer offer sweeping landscapes and magical sunsets.
It's an ideal place for birdwatching, hiking in the forest, and taking photographs of the lagoon, water sources, and trails.",5.0,"Also known as Laguna Verde, it is a walk with a gradient of approximately 500m, from the town of Paispamba it is an hour and a half or two hours walk.
You must first arrive at the pisicola station and from there go up to the sawmill and continue the Trail.
Preferably go with someone who knows the place.",5.0,It's a pretty quiet place 😃 to recharge your body and soul.,5.0,Excellent,5.0,,7CF4+44
497,CAUCA,19,SOTARA,19760,Experiencia de alto valor turístico,Experiencias y actividades en el macizo Caucano,Avistamiento de flora y fauna,Avistamiento de aves,"""avistamiento de aves"", ""birdwatching""",birdwatching,ChIJU9coOwD7L44RsCVcrf71lxA,Observatorio De Aves Bosque De Niebla El Romerillo,"establishment,park,point_of_interest",2.265915,-76.6322025,Sotara,5.0,1.0,https://maps.google.com/?cid=1195694700269151664,,https://www.facebook.com/profile.php?id=100086603169617,Monday: Open 24 hours|Tuesday: Open 24 hours|Wednesday: Open 24 hours|Thursday: Open 24 hours|Friday: Open 24 hours|Saturday: Open 24 hours|Sunday: Open 24 hours,5.0,"A paradise of hummingbirds, hawks and turkeys.",,,,,,,,,
498,CAUCA,19,ROSAS,19622,Experiencia de alto valor turístico,Experiencias y actividades en el macizo Caucano,Avistamiento de flora y fauna,Avistamiento de ranas,"""avistamiento de ranas"", ""herping""",avistamiento de ranas,ChIJf_ndon7oL44Rk08_xjByVDE,Parador Donde Canta La Rana,"establishment,food,point_of_interest,restaurant",2.2375842,-76.7841554,"Tv. 9 Nte. #51, Rosas",3.6,3490.0,https://maps.google.com/?cid=3554591559712198547,313 7071804,,Monday: 6:00 AM – 10:00 PM|Tuesday: 6:00 AM – 10:00 PM|Wednesday: 6:00 AM – 10:00 PM|Thursday: 6:00 AM – 10:00 PM|Friday: 6:00 AM – 10:00 PM|Saturday: 6:00 AM – 10:00 PM|Sunday: 6:00 AM – 10:00 PM,3.0,They have fresh food and very few processed snacks. There is not many option if you want to eat something healthy and light.,4.0,"Great place...you can have breakfast with eggs , meet and a delicious lemonnade....it is also cheap...",5.0,"Good place to stop for a moment, good food and amazing coffee, nice people there.",5.0,The food was delicious as well as the attention.,4.0,Good food but not a fancy restaurant. It's by half way between Pasto and Popayan.,Tv. 9 Nte. #51
499,CAUCA,19,SOTARA,19760,Experiencia de alto valor turístico,Experiencias y actividades en el macizo Caucano,Experiencias de aventura y agroturismo,Turismo de aventura,"""ciclomontañismo"", ""barranquismo"", ""bungee"", ""parapente"", ""rafting"", ""escalada"", ""espeleología"", ""canopy"", ""hiking"", ""piragüismo"", ""buceo""",canopy,ChIJC9bj1jrjL44RmcCC7IOOO0U,Centro Recreacional Los Lagos,"establishment,point_of_interest",2.3455271,-76.65546230000001,Timbío,3.9,68.0,https://maps.google.com/?cid=4988737709502808217,311 6345926,,Monday: 9:00 AM – 5:00 PM|Tuesday: 9:00 AM – 5:00 PM|Wednesday: 9:00 AM – 5:00 PM|Thursday: 9:00 AM – 5:00 PM|Friday: 9:00 AM – 5:00 PM|Saturday: 9:00 AM – 5:00 PM|Sunday: 9:00 AM – 5:00 PM,5.0,Super!!,3.0,The site is neglected. It has a lot of potential. You can catch good trout. Variety of dishes for lunch,3.0,"You can go fishing, there are cabins to sleep in, some animals and games for children.",1.0,"The service is good, it's a shame there's nothing to do there. They charged us admission, but there was nothing to do there except ride horses.",1.0,"They charged me to enter and it turns out it only had a dirty pool, it has a lot of space but nothing interesting to see, the place is very neglected, the lakes are full of weeds and obviously there are no fish, I don't understand what the attraction of the place is.",
500,CAUCA,19,SOTARA,19760,Experiencia de alto valor turístico,Experiencias y actividades en el macizo Caucano,Experiencias de aventura y agroturismo,Turismo de aventura,"""ciclomontañismo"", ""barranquismo"", ""bungee"", ""parapente"", ""rafting"", ""escalada"", ""espeleología"", ""canopy"", ""hiking"", ""piragüismo"", ""buceo""",hiking,ChIJRUoILObjL44RM4CZrAUZRTI,Timbio Cauca,"establishment,park,point_of_interest",2.353021,-76.6830525,"Cra. 17 #1794 a 1896, Cra. 20 #18-58, Timbío",4.7,43.0,https://maps.google.com/?cid=3622328987450703923,312 7533638,,,4.0,"Surprise, good weather, excellent visibility and well prepared coffee.
Picturesque and with very friendly people who are passionate about the service and information they provide.
Sky beautifully adorned by clouds and the majestic Andes frame the landscape.
Good destination, despite not being included in many tourist guides.",5.0,"A very commercial town with everything and a fresh, good atmosphere",4.0,"I want Timbio because the mother of my son was born and lived her childhood and adolescence in this municipality, but they must fix their streets and roads.",4.0,Muulyl good trade every day you find fresh vegetables,4.0,"Timbio is a welcoming town, it is pleasant to live in, its climate and population are points to be comfortable and calm. The groceries are cheap and the services are the same.",Cra. 20 #18-58
501,CAUCA,19,LA VEGA,19397,Experiencia de alto valor turístico,Experiencias y actividades en el macizo Caucano,Experiencias de aventura y agroturismo,Turismo de aventura,"""ciclomontañismo"", ""barranquismo"", ""bungee"", ""parapente"", ""rafting"", ""escalada"", ""espeleología"", ""canopy"", ""hiking"", ""piragüismo"", ""buceo""",hiking,ChIJfephQWKXL44RXbxq_RK3PKI,Piedra Punta,"establishment,park,point_of_interest",1.9983068,-76.7705529,La Vega,5.0,1.0,https://maps.google.com/?cid=11690420024935890013,,,,5.0,Excellent place to walk,,,,,,,,,
