,departamento,municipio,cod_mpio,category,place_type,name,types,latitude,longitude,address,place_link,city,rating,text_en,municipality_std,text_es,text_es_norm,tokens_es,sentiment_score,sentiment_label,doc_clean
981,CAUCA,SOTARA,19760,Atractivos naturales,Atractivos de montaña,Mirador Cerro La Patena,"establishment,point_of_interest",2.0836569,-76.6641875,Sotara,https://maps.google.com/?cid=8832903753624819370,,5.0,Beautiful viewpoint of the town of Rioblanco and the Guachicono Patia canyon.,SOTARA,Hermoso punto de vista de la ciudad de Rioblanco y el Cañón de Guachicono Patia.,hermoso punto de vista de la ciudad de rioblanco y el canon de guachicono patia,"['hermoso', 'punto', 'vista', 'ciudad', 'rioblanco', 'canon', 'guachicono', 'patia']",1,positive,hermoso punto vista ciudad rioblanco canon guachicono patia
982,CAUCA,ROSAS,19622,Atractivos naturales,Atractivos de montaña,Restaurante Esmeralda Mirador,"establishment,food,point_of_interest,restaurant",2.2375704,-76.77478649999999,Rosas,https://maps.google.com/?cid=13742229878871649401,,1.0,"They take too long to get your order, seen other customers getting their food before me. Avoid this place.",ROSAS,"Tardan demasiado en hacer su pedido, vieron a otros clientes que reciben su comida antes que yo. Evite este lugar.",tardan demasiado en hacer su pedido vieron a otros clientes que reciben su comida antes que yo evite este lugar,"['tardan', 'demasiado', 'hacer', 'pedido', 'vieron', 'clientes', 'reciben', 'comida', 'evite', 'lugar']",0,neutral,tardan demasiado hacer pedido vieron clientes reciben comida evite
983,CAUCA,ROSAS,19622,Atractivos naturales,Atractivos de montaña,Restaurante Esmeralda Mirador,"establishment,food,point_of_interest,restaurant",2.2375704,-76.77478649999999,Rosas,https://maps.google.com/?cid=13742229878871649401,,4.0,Nice food,ROSAS,Buena comida,buena comida,"['buena', 'comida']",1,positive,buena comida
984,CAUCA,ROSAS,19622,Atractivos naturales,Atractivos de montaña,Restaurante Esmeralda Mirador,"establishment,food,point_of_interest,restaurant",2.2375704,-76.77478649999999,Rosas,https://maps.google.com/?cid=13742229878871649401,,4.0,Nice place,ROSAS,Bonito lugar,bonito lugar,"['bonito', 'lugar']",1,positive,bonito
985,CAUCA,ROSAS,19622,Atractivos naturales,Atractivos de montaña,Restaurante Esmeralda Mirador,"establishment,food,point_of_interest,restaurant",2.2375704,-76.77478649999999,Rosas,https://maps.google.com/?cid=13742229878871649401,,2.0,"The place has a view that is perfect for a complete photo shoot since it has a large and harmonious green area with different textures and mountains, however I cannot say the same about the restaurant service since while eating there a diner got a spoonful in his soup, in addition to other people who were there, they were told a price per plate and in the end the bill was higher than the initial amount, terrible service.",ROSAS,"El lugar tiene una vista que es perfecta para una sesión de fotos completa, ya que tiene un área verde grande y armoniosa con diferentes texturas y montañas, sin embargo, no puedo decir lo mismo sobre el servicio de restaurantes, ya que mientras comía un comensal recibió una cucharada en su sopa, además de otras personas que estaban allí, se les dijo que un precio por placa y al final la factura era más alta que el servicio inicial, terrible.",el lugar tiene una vista que es perfecta para una sesion de fotos completa ya que tiene un area verde grande y armoniosa con diferentes texturas y montanas sin embargo no puedo decir lo mismo sobre el servicio de restaurantes ya que mientras comia un comensal recibio una cucharada en su sopa ademas de otras personas que estaban alli se les dijo que un precio por placa y al final la factura era mas alta que el servicio inicial terrible,"['lugar', 'vista', 'perfecta', 'sesion', 'fotos', 'completa', 'area', 'verde', 'grande', 'armoniosa', 'diferentes', 'texturas', 'montanas', 'embargo', 'puedo', 'decir', 'mismo', 'servicio', 'restaurantes', 'mientras', 'comia', 'comensal', 'recibio', 'cucharada', 'sopa', 'ademas', 'personas', 'dijo', 'precio', 'placa', 'final', 'factura', 'alta', 'servicio', 'inicial', 'terrible']",-2,negative,vista perfecta sesion fotos completa area verde grande armoniosa diferentes texturas montanas embargo puedo decir mismo servicio restaurantes comia comensal recibio cucharada sopa ademas personas dijo precio placa final factura alta servicio inicial terrible
986,CAUCA,ROSAS,19622,Atractivos naturales,Atractivos de montaña,Restaurante Esmeralda Mirador,"establishment,food,point_of_interest,restaurant",2.2375704,-76.77478649999999,Rosas,https://maps.google.com/?cid=13742229878871649401,,5.0,"A lovely place to rest for a while and have a hearty breakfast. We stopped by on my way to Chile. Although some bridges are being repaired and there are busy stretches, it's worth the trip. ✈️",ROSAS,"Un lugar encantador para descansar por un tiempo y tomar un desayuno abundante. Nos detuvimos en mi camino a Chile. Aunque se están reparando algunos puentes y hay estiramientos ocupados, vale la pena el viaje. ✈️",un lugar encantador para descansar por un tiempo y tomar un desayuno abundante nos detuvimos en mi camino a chile aunque se estan reparando algunos puentes y hay estiramientos ocupados vale la pena el viaje,"['lugar', 'encantador', 'descansar', 'tiempo', 'tomar', 'desayuno', 'abundante', 'detuvimos', 'camino', 'chile', 'aunque', 'estan', 'reparando', 'puentes', 'estiramientos', 'ocupados', 'vale', 'pena', 'viaje']",1,positive,encantador descansar tiempo tomar desayuno abundante detuvimos camino chile reparando puentes estiramientos ocupados vale pena viaje
987,CAUCA,ROSAS,19622,Atractivos naturales,Atractivos de montaña,"Mirador, Rosas","establishment,point_of_interest",2.2516702,-76.7397139,Unnamed Road,https://maps.google.com/?cid=2931109590173309780,,5.0,Beautiful viewpoint of the Guachicono River and the Patia Valley.,ROSAS,Hermoso punto de vista del río Guachicono y el valle de Patia.,hermoso punto de vista del rio guachicono y el valle de patia,"['hermoso', 'punto', 'vista', 'rio', 'guachicono', 'valle', 'patia']",1,positive,hermoso punto vista rio guachicono valle patia
988,CAUCA,ROSAS,19622,Atractivos naturales,Atractivos de montaña,"Mirador, Rosas","establishment,point_of_interest",2.2516702,-76.7397139,Unnamed Road,https://maps.google.com/?cid=2931109590173309780,,5.0,A spectacular place with an incredible view. A place where you can enjoy beautiful sunsets.,ROSAS,Un lugar espectacular con una vista increíble. Un lugar donde puedes disfrutar de hermosas puestas de sol.,un lugar espectacular con una vista increible un lugar donde puedes disfrutar de hermosas puestas de sol,"['lugar', 'espectacular', 'vista', 'increible', 'lugar', 'puedes', 'disfrutar', 'hermosas', 'puestas', 'sol']",2,positive,espectacular vista increible puedes disfrutar hermosas puestas sol
989,CAUCA,ROSAS,19622,Atractivos naturales,Atractivos de montaña,"Mirador, Rosas","establishment,point_of_interest",2.2516702,-76.7397139,Unnamed Road,https://maps.google.com/?cid=2931109590173309780,,5.0,,ROSAS,,,[],0,neutral,
990,CAUCA,ROSAS,19622,Atractivos naturales,Atractivos de montaña,"Mirador, Rosas","establishment,point_of_interest",2.2516702,-76.7397139,Unnamed Road,https://maps.google.com/?cid=2931109590173309780,,5.0,,ROSAS,,,[],0,neutral,
991,CAUCA,SOTARA,19760,Atractivos naturales,Atractivos de montaña,El Mirador Timbio Park,"establishment,park,point_of_interest",2.3501194,-76.6734989,Timbío,https://maps.google.com/?cid=16436072449725536679,,5.0,Super,SOTARA,Súper,super,['super'],0,neutral,super
992,CAUCA,SOTARA,19760,Atractivos naturales,Atractivos de montaña,El Mirador Timbio Park,"establishment,park,point_of_interest",2.3501194,-76.6734989,Timbío,https://maps.google.com/?cid=16436072449725536679,,2.0,I felt very uncomfortable because there are a lot of consumers in the middle of the sports center and in front of a police station. I did like the very spacious and safe court because it has a fenced enclosure.,SOTARA,Me sentí muy incómodo porque hay muchos consumidores en el medio del centro deportivo y frente a una estación de policía. Me gustó la cancha muy espaciosa y segura porque tiene un recinto cercado.,me senti muy incomodo porque hay muchos consumidores en el medio del centro deportivo y frente a una estacion de policia me gusto la cancha muy espaciosa y segura porque tiene un recinto cercado,"['senti', 'incomodo', 'consumidores', 'medio', 'centro', 'deportivo', 'frente', 'estacion', 'policia', 'gusto', 'cancha', 'espaciosa', 'segura', 'recinto', 'cercado']",1,positive,senti incomodo consumidores medio centro deportivo frente estacion policia gusto cancha espaciosa segura recinto cercado
993,CAUCA,SOTARA,19760,Atractivos naturales,Atractivos de montaña,El Mirador Timbio Park,"establishment,park,point_of_interest",2.3501194,-76.6734989,Timbío,https://maps.google.com/?cid=16436072449725536679,,5.0,A place that allows you to see this beautiful municipality,SOTARA,Un lugar que le permite ver este hermoso municipio,un lugar que le permite ver este hermoso municipio,"['lugar', 'permite', 'ver', 'hermoso', 'municipio']",1,positive,permite ver hermoso municipio
994,CAUCA,SOTARA,19760,Atractivos naturales,Atractivos de montaña,El Mirador Timbio Park,"establishment,park,point_of_interest",2.3501194,-76.6734989,Timbío,https://maps.google.com/?cid=16436072449725536679,,3.0,"A beautiful place, but even more beautiful are the people who live there. They're cheerful, hardworking, and take care of the environment.",SOTARA,"Un lugar hermoso, pero aún más hermosos son las personas que viven allí. Son alegres, trabajadores y cuidan el medio ambiente.",un lugar hermoso pero aun mas hermosos son las personas que viven alli son alegres trabajadores y cuidan el medio ambiente,"['lugar', 'hermoso', 'aun', 'hermosos', 'personas', 'viven', 'alegres', 'trabajadores', 'cuidan', 'medio', 'ambiente']",1,positive,hermoso aun hermosos personas viven alegres trabajadores cuidan medio ambiente
995,CAUCA,SOTARA,19760,Atractivos naturales,Atractivos de montaña,El Mirador Timbio Park,"establishment,park,point_of_interest",2.3501194,-76.6734989,Timbío,https://maps.google.com/?cid=16436072449725536679,,5.0,Timbio Cauca town of traditions humble hard-working and thriving people town of peace and tranquility of typical foods a great town to enjoy the countryside and excellent air.,SOTARA,Timbio Cauca Town of Traditions Humble Humble Trabajo y próspera ciudad de personas de paz y tranquilidad de los alimentos típicos Una gran ciudad para disfrutar del campo y el excelente aire.,timbio cauca town of traditions humble humble trabajo y prospera ciudad de personas de paz y tranquilidad de los alimentos tipicos una gran ciudad para disfrutar del campo y el excelente aire,"['timbio', 'town', 'traditions', 'humble', 'humble', 'trabajo', 'prospera', 'ciudad', 'personas', 'paz', 'tranquilidad', 'alimentos', 'tipicos', 'gran', 'ciudad', 'disfrutar', 'campo', 'excelente', 'aire']",1,positive,timbio town traditions humble humble trabajo prospera ciudad personas paz tranquilidad alimentos tipicos gran ciudad disfrutar campo excelente aire
996,CAUCA,SOTARA,19760,Atractivos naturales,Atractivos de montaña,Cerro Romerillo,"establishment,point_of_interest",2.265933,-76.63111359999999,"7988+4C, Sotará",https://maps.google.com/?cid=12576213048021446513,7988+4C,5.0,Cloud forest cold climate bird observatory.,SOTARA,Bosque nuboso Observatorio de aves climáticas frías.,bosque nuboso observatorio de aves climaticas frias,"['bosque', 'nuboso', 'observatorio', 'aves', 'climaticas', 'frias']",0,neutral,bosque nuboso observatorio aves climaticas frias
997,CAUCA,LA SIERRA,19392,Atractivos naturales,Atractivos de montaña,Mirador La Sierra,"establishment,point_of_interest,tourist_attraction",2.22068,-76.73913999999999,La Sierra,https://maps.google.com/?cid=4441787721691759549,,5.0,It is a spectacular place to see the geography of La Sierra and Rosas.,LA SIERRA,Es un lugar espectacular para ver la geografía de La Sierra y Rosas.,es un lugar espectacular para ver la geografia de la sierra y rosas,"['lugar', 'espectacular', 'ver', 'geografia', 'sierra', 'rosas']",1,positive,espectacular ver geografia sierra rosas
998,CAUCA,LA SIERRA,19392,Atractivos naturales,Atractivos de montaña,Mirador La Sierra,"establishment,point_of_interest,tourist_attraction",2.22068,-76.73913999999999,La Sierra,https://maps.google.com/?cid=4441787721691759549,,5.0,Very nice place,LA SIERRA,Muy bonito lugar,muy bonito lugar,"['bonito', 'lugar']",1,positive,bonito
999,CAUCA,LA SIERRA,19392,Atractivos naturales,Atractivos de montaña,Mirador La Sierra,"establishment,point_of_interest,tourist_attraction",2.22068,-76.73913999999999,La Sierra,https://maps.google.com/?cid=4441787721691759549,,4.0,"It is a good viewpoint, you can see the landscape very well.",LA SIERRA,"Es un buen punto de vista, puedes ver muy bien el paisaje.",es un buen punto de vista puedes ver muy bien el paisaje,"['buen', 'punto', 'vista', 'puedes', 'ver', 'bien', 'paisaje']",1,positive,buen punto vista puedes ver bien paisaje
1000,CAUCA,LA SIERRA,19392,Atractivos naturales,Atractivos de montaña,Mirador La Sierra,"establishment,point_of_interest,tourist_attraction",2.22068,-76.73913999999999,La Sierra,https://maps.google.com/?cid=4441787721691759549,,5.0,Beautiful natural.,LA SIERRA,Hermosa natural.,hermosa natural,"['hermosa', 'natural']",1,positive,hermosa natural
1001,CAUCA,LA SIERRA,19392,Atractivos naturales,Atractivos de montaña,Mirador La Sierra,"establishment,point_of_interest,tourist_attraction",2.22068,-76.73913999999999,La Sierra,https://maps.google.com/?cid=4441787721691759549,,5.0,Hl,LA SIERRA,HL,hl,[],0,neutral,
1002,CAUCA,SOTARA,19760,Atractivos naturales,Atractivos de montaña,Mirador Del Guineal,"establishment,point_of_interest",2.13332,-76.60002999999999,Sotara,https://maps.google.com/?cid=13807800892574425196,,5.0,,SOTARA,,,[],0,neutral,
1003,CAUCA,LA VEGA,19397,Atractivos naturales,Atractivos de montaña,La Vega Cauca,"establishment,point_of_interest",2.0024804,-76.7804313,La Vega,https://maps.google.com/?cid=5605793399289243847,,5.0,"Good commerce in the town, and excellent views of nature",LA VEGA,Buen comercio en la ciudad y excelentes vistas de la naturaleza,buen comercio en la ciudad y excelentes vistas de la naturaleza,"['buen', 'comercio', 'ciudad', 'excelentes', 'vistas', 'naturaleza']",1,positive,buen comercio ciudad excelentes vistas naturaleza
1004,CAUCA,LA VEGA,19397,Atractivos naturales,Atractivos de montaña,La Vega Cauca,"establishment,point_of_interest",2.0024804,-76.7804313,La Vega,https://maps.google.com/?cid=5605793399289243847,,5.0,"Beautiful and welcoming for its landscapes and its friendly, charismatic people and a very productive land, a municipality that I will return to as many times as necessary 👍",LA VEGA,"Hermoso y acogedor por sus paisajes y sus personas amables y carismáticas y una tierra muy productiva, un municipio a la que volveré tantas veces como sea necesario 👍",hermoso y acogedor por sus paisajes y sus personas amables y carismaticas y una tierra muy productiva un municipio a la que volvere tantas veces como sea necesario,"['hermoso', 'acogedor', 'paisajes', 'personas', 'amables', 'carismaticas', 'tierra', 'productiva', 'municipio', 'volvere', 'tantas', 'veces', 'necesario']",2,positive,hermoso acogedor paisajes personas amables carismaticas tierra productiva municipio volvere tantas veces necesario
1005,CAUCA,LA VEGA,19397,Atractivos naturales,Atractivos de montaña,La Vega Cauca,"establishment,point_of_interest",2.0024804,-76.7804313,La Vega,https://maps.google.com/?cid=5605793399289243847,,5.0,Very good place for tourism. Highly recommended for its landscapes.,LA VEGA,Muy buen lugar para el turismo. Muy recomendable para sus paisajes.,muy buen lugar para el turismo muy recomendable para sus paisajes,"['buen', 'lugar', 'turismo', 'recomendable', 'paisajes']",2,positive,buen turismo recomendable paisajes
1006,CAUCA,LA VEGA,19397,Atractivos naturales,Atractivos de montaña,La Vega Cauca,"establishment,point_of_interest",2.0024804,-76.7804313,La Vega,https://maps.google.com/?cid=5605793399289243847,,5.0,A quiet town.,LA VEGA,Una ciudad tranquila.,una ciudad tranquila,"['ciudad', 'tranquila']",1,positive,ciudad tranquila
1007,CAUCA,LA VEGA,19397,Atractivos naturales,Atractivos de montaña,La Vega Cauca,"establishment,point_of_interest",2.0024804,-76.7804313,La Vega,https://maps.google.com/?cid=5605793399289243847,,5.0,Excellent,LA VEGA,Excelente,excelente,['excelente'],1,positive,excelente
1008,CAUCA,SOTARA,19760,Atractivos naturales,Atractivos de montaña,El Mirador,"establishment,food,point_of_interest",2.295993,-76.70911459999999,Timbío,https://maps.google.com/?cid=10801667612060814870,,5.0,"The Borojo juices, offered on the Popayán-Rosas highway, are a must-try. Their preparation is spectacular, given the large number of ingredients and the skill of the ladies who prepare them. They are recommended as a revitalizing and aphrodisiac, a delicacy you must try. The ambiance of the place is wonderful, with a sweeping panoramic view from its viewing platform and friendly, attentive service.",SOTARA,"Los jugos de Borojo, ofrecidos en la carretera Popayán-Rosas, son imprescindibles. Su preparación es espectacular, dada la gran cantidad de ingredientes y la habilidad de las damas que las preparan. Se recomiendan como revitalizantes y afrodisíacos, un manjar que debe probar. El ambiente del lugar es maravilloso, con una vista panorámica de su plataforma de visualización y un servicio amable y atento.",los jugos de borojo ofrecidos en la carretera popayan rosas son imprescindibles su preparacion es espectacular dada la gran cantidad de ingredientes y la habilidad de las damas que las preparan se recomiendan como revitalizantes y afrodisiacos un manjar que debe probar el ambiente del lugar es maravilloso con una vista panoramica de su plataforma de visualizacion y un servicio amable y atento,"['jugos', 'borojo', 'ofrecidos', 'carretera', 'popayan', 'rosas', 'imprescindibles', 'preparacion', 'espectacular', 'dada', 'gran', 'cantidad', 'ingredientes', 'habilidad', 'damas', 'preparan', 'recomiendan', 'revitalizantes', 'afrodisiacos', 'manjar', 'debe', 'probar', 'ambiente', 'lugar', 'maravilloso', 'vista', 'panoramica', 'plataforma', 'visualizacion', 'servicio', 'amable', 'atento']",2,positive,jugos borojo ofrecidos carretera popayan rosas imprescindibles preparacion espectacular dada gran cantidad ingredientes habilidad damas preparan recomiendan revitalizantes afrodisiacos manjar debe probar ambiente maravilloso vista panoramica plataforma visualizacion servicio amable atento
1009,CAUCA,SOTARA,19760,Atractivos naturales,Atractivos de montaña,El Mirador,"establishment,food,point_of_interest",2.295993,-76.70911459999999,Timbío,https://maps.google.com/?cid=10801667612060814870,,5.0,I see I see,SOTARA,Veo que veo,veo que veo,"['veo', 'veo']",0,neutral,veo veo
1010,CAUCA,SOTARA,19760,Atractivos naturales,Atractivos de montaña,El Mirador,"establishment,food,point_of_interest",2.295993,-76.70911459999999,Timbío,https://maps.google.com/?cid=10801667612060814870,,5.0,Excellent,SOTARA,Excelente,excelente,['excelente'],1,positive,excelente
1011,CAUCA,SOTARA,19760,Atractivos naturales,Atractivos de montaña,El Mirador,"establishment,food,point_of_interest",2.295993,-76.70911459999999,Timbío,https://maps.google.com/?cid=10801667612060814870,,5.0,Spectacular landscape,SOTARA,Paisaje espectacular,paisaje espectacular,"['paisaje', 'espectacular']",1,positive,paisaje espectacular
1012,CAUCA,SOTARA,19760,Atractivos naturales,Atractivos de montaña,El Mirador,"establishment,food,point_of_interest",2.295993,-76.70911459999999,Timbío,https://maps.google.com/?cid=10801667612060814870,,5.0,,SOTARA,,,[],0,neutral,
1013,CAUCA,LA SIERRA,19392,Atractivos naturales,Atractivos de montaña,Mirador La Sierra,"establishment,park,point_of_interest",2.1788022,-76.76328989999999,La Sierra,https://maps.google.com/?cid=17001322425362095386,,5.0,"Beautiful viewpoint, the landscape looks very nice from there",LA SIERRA,"Hermoso punto de vista, el paisaje se ve muy bien desde allí",hermoso punto de vista el paisaje se ve muy bien desde alli,"['hermoso', 'punto', 'vista', 'paisaje', 'bien']",1,positive,hermoso punto vista paisaje bien
1014,CAUCA,LA SIERRA,19392,Atractivos naturales,Atractivos de montaña,Mirador La Sierra,"establishment,park,point_of_interest",2.1788022,-76.76328989999999,La Sierra,https://maps.google.com/?cid=17001322425362095386,,4.0,A place reorganized after the devastation caused by the geological fault. It's well-maintained. The view is very good and it's an excellent place to relax.,LA SIERRA,Un lugar reorganizado después de la devastación causada por la falla geológica. Está bien mantenido. La vista es muy buena y es un excelente lugar para relajarse.,un lugar reorganizado despues de la devastacion causada por la falla geologica esta bien mantenido la vista es muy buena y es un excelente lugar para relajarse,"['lugar', 'reorganizado', 'despues', 'devastacion', 'causada', 'falla', 'geologica', 'bien', 'mantenido', 'vista', 'buena', 'excelente', 'lugar', 'relajarse']",2,positive,reorganizado despues devastacion causada falla geologica bien mantenido vista buena excelente relajarse
1015,CAUCA,LA SIERRA,19392,Atractivos naturales,Atractivos de montaña,Mirador La Sierra,"establishment,park,point_of_interest",2.1788022,-76.76328989999999,La Sierra,https://maps.google.com/?cid=17001322425362095386,,5.0,"Hermoso ese mirador, se puede apreciar la magnitud del paisaje.",LA SIERRA,"Hermoso ese mirador, se puede apreciar la magnitud del paisaje.",hermoso ese mirador se puede apreciar la magnitud del paisaje,"['hermoso', 'mirador', 'puede', 'apreciar', 'magnitud', 'paisaje']",1,positive,hermoso mirador puede apreciar magnitud paisaje
1016,CAUCA,LA SIERRA,19392,Atractivos naturales,Atractivos de montaña,Mirador La Sierra,"establishment,park,point_of_interest",2.1788022,-76.76328989999999,La Sierra,https://maps.google.com/?cid=17001322425362095386,,5.0,"Excellent view, great scenery at sunset",LA SIERRA,"Excelente vista, excelente paisaje al atardecer",excelente vista excelente paisaje al atardecer,"['excelente', 'vista', 'excelente', 'paisaje', 'atardecer']",2,positive,excelente vista excelente paisaje atardecer
1017,CAUCA,LA SIERRA,19392,Atractivos naturales,Atractivos de montaña,Mirador La Sierra,"establishment,park,point_of_interest",2.1788022,-76.76328989999999,La Sierra,https://maps.google.com/?cid=17001322425362095386,,3.0,"A place with a good location for landscapes towards the west of the municipality, it needs appropriation by the citizens",LA SIERRA,"Un lugar con una buena ubicación para paisajes hacia el oeste del municipio, necesita apropiación por parte de los ciudadanos",un lugar con una buena ubicacion para paisajes hacia el oeste del municipio necesita apropiacion por parte de los ciudadanos,"['lugar', 'buena', 'ubicacion', 'paisajes', 'hacia', 'oeste', 'municipio', 'necesita', 'apropiacion', 'parte', 'ciudadanos']",1,positive,buena ubicacion paisajes hacia oeste municipio necesita apropiacion parte ciudadanos
1018,CAUCA,LA VEGA,19397,Atractivos naturales,Atractivos de montaña,El Mirador De La Paloma,"establishment,point_of_interest,tourist_attraction",2.0537912,-76.92473629999999,"333G+G4, Bolívar",https://maps.google.com/?cid=3754006756088556303,333G+G4,5.0,"Fascinating! Charming, full of life, stories, experiences, successes and failures, a magical place. 🤩🤩🤩",LA VEGA,"¡Fascinante! Encantador, lleno de vida, historias, experiencias, éxitos y fracasos, un lugar mágico. 🤩🤩🤩",fascinante encantador lleno de vida historias experiencias exitos y fracasos un lugar magico,"['fascinante', 'encantador', 'lleno', 'vida', 'historias', 'experiencias', 'exitos', 'fracasos', 'lugar', 'magico']",2,positive,fascinante encantador lleno vida historias experiencias exitos fracasos magico
1019,CAUCA,LA VEGA,19397,Atractivos naturales,Atractivos de montaña,El Mirador De La Paloma,"establishment,point_of_interest,tourist_attraction",2.0537912,-76.92473629999999,"333G+G4, Bolívar",https://maps.google.com/?cid=3754006756088556303,333G+G4,5.0,,LA VEGA,,,[],0,neutral,
1020,CAUCA,LA VEGA,19397,Atractivos naturales,Atractivos de montaña,La Guayana,"establishment,point_of_interest",2.0850939,-76.8779021,"Vía, Piedra Sentada",https://maps.google.com/?cid=3198404681743329566,Vía,4.0,"This is the school on the sidewalk, it is very beautiful",LA VEGA,"Esta es la escuela en la acera, es muy hermosa",esta es la escuela en la acera es muy hermosa,"['escuela', 'acera', 'hermosa']",1,positive,escuela acera hermosa
1021,CAUCA,LA VEGA,19397,Atractivos naturales,Atractivos de montaña,La Guayana,"establishment,point_of_interest",2.0850939,-76.8779021,"Vía, Piedra Sentada",https://maps.google.com/?cid=3198404681743329566,Vía,5.0,,LA VEGA,,,[],0,neutral,
1022,CAUCA,LA VEGA,19397,Atractivos naturales,Atractivos de montaña,La Guayana,"establishment,point_of_interest",2.0850939,-76.8779021,"Vía, Piedra Sentada",https://maps.google.com/?cid=3198404681743329566,Vía,5.0,,LA VEGA,,,[],0,neutral,
1023,CAUCA,LA VEGA,19397,Atractivos naturales,Atractivos de montaña,La Guayana,"establishment,point_of_interest",2.0850939,-76.8779021,"Vía, Piedra Sentada",https://maps.google.com/?cid=3198404681743329566,Vía,5.0,,LA VEGA,,,[],0,neutral,
1024,CAUCA,LA VEGA,19397,Atractivos naturales,Atractivos de montaña,La Guayana,"establishment,point_of_interest",2.0850939,-76.8779021,"Vía, Piedra Sentada",https://maps.google.com/?cid=3198404681743329566,Vía,5.0,,LA VEGA,,,[],0,neutral,
1025,CAUCA,SOTARA,19760,Atractivos naturales,Atractivos de montaña,Mirador Atardeceres Del Sur,"bar,establishment,point_of_interest",2.3467269,-76.68333539999999,Timbío,https://maps.google.com/?cid=16503482442833820993,,5.0,Very nice and pretty,SOTARA,Muy bonito y bonito,muy bonito y bonito,"['bonito', 'bonito']",2,positive,bonito bonito
1026,CAUCA,SOTARA,19760,Atractivos naturales,Atractivos de montaña,Mirador Atardeceres Del Sur,"bar,establishment,point_of_interest",2.3467269,-76.68333539999999,Timbío,https://maps.google.com/?cid=16503482442833820993,,5.0,,SOTARA,,,[],0,neutral,
1027,CAUCA,SOTARA,19760,Atractivos naturales,Atractivos de montaña,Mirador Atardeceres Del Sur,"bar,establishment,point_of_interest",2.3467269,-76.68333539999999,Timbío,https://maps.google.com/?cid=16503482442833820993,,5.0,,SOTARA,,,[],0,neutral,
1028,CAUCA,SOTARA,19760,Atractivos naturales,Atractivos de montaña,Tienda Kiosko El Mirador,"establishment,food,point_of_interest,restaurant",2.294928,-76.705889,Timbío,https://maps.google.com/?cid=17143459627483327047,,4.0,"It is a simple but pleasant place, its staff is very attentive and diligent, and its menus are good.",SOTARA,"Es un lugar simple pero agradable, su personal es muy atento y diligente, y sus menús son buenos.",es un lugar simple pero agradable su personal es muy atento y diligente y sus menus son buenos,"['lugar', 'simple', 'agradable', 'personal', 'atento', 'diligente', 'menus', 'buenos']",0,neutral,simple agradable personal atento diligente menus buenos
1029,CAUCA,SOTARA,19760,Atractivos naturales,Atractivos de montaña,Tienda Kiosko El Mirador,"establishment,food,point_of_interest,restaurant",2.294928,-76.705889,Timbío,https://maps.google.com/?cid=17143459627483327047,,4.0,Very exotic place to go with the family,SOTARA,Lugar muy exótico para ir con la familia,lugar muy exotico para ir con la familia,"['lugar', 'exotico', 'familia']",0,neutral,exotico familia
1030,CAUCA,SOTARA,19760,Atractivos naturales,Atractivos de montaña,Tienda Kiosko El Mirador,"establishment,food,point_of_interest,restaurant",2.294928,-76.705889,Timbío,https://maps.google.com/?cid=17143459627483327047,,5.0,Excellent for snacking on the go,SOTARA,Excelente para bocadillos,excelente para bocadillos,"['excelente', 'bocadillos']",1,positive,excelente bocadillos
1031,CAUCA,SOTARA,19760,Atractivos naturales,Atractivos de montaña,Tienda Kiosko El Mirador,"establishment,food,point_of_interest,restaurant",2.294928,-76.705889,Timbío,https://maps.google.com/?cid=17143459627483327047,,5.0,"Excellent, I loved everything 👌",SOTARA,"Excelente, me encantó todo 👌",excelente me encanto todo,"['excelente', 'encanto', 'todo']",1,positive,excelente encanto todo
1032,CAUCA,SOTARA,19760,Atractivos naturales,Atractivos de montaña,Tienda Kiosko El Mirador,"establishment,food,point_of_interest,restaurant",2.294928,-76.705889,Timbío,https://maps.google.com/?cid=17143459627483327047,,5.0,I liked it,SOTARA,Me gustó,me gusto,['gusto'],0,neutral,gusto
1033,CAUCA,LA VEGA,19397,Atractivos naturales,Atractivos de montaña,"Mirador ""La Gruta""","establishment,point_of_interest,tourist_attraction",1.9993261,-76.7811013,La Vega,https://maps.google.com/?cid=191188894073622332,,4.0,Very beautiful place to appreciate the entire town,LA VEGA,Muy hermoso lugar para apreciar toda la ciudad,muy hermoso lugar para apreciar toda la ciudad,"['hermoso', 'lugar', 'apreciar', 'toda', 'ciudad']",1,positive,hermoso apreciar toda ciudad
1034,CAUCA,LA VEGA,19397,Atractivos naturales,Atractivos de montaña,"Mirador ""La Gruta""","establishment,point_of_interest,tourist_attraction",1.9993261,-76.7811013,La Vega,https://maps.google.com/?cid=191188894073622332,,4.0,Very good place to walk around and enjoy nature as well as the views from the cave.,LA VEGA,"Muy buen lugar para caminar y disfrutar de la naturaleza, así como las vistas desde la cueva.",muy buen lugar para caminar y disfrutar de la naturaleza asi como las vistas desde la cueva,"['buen', 'lugar', 'caminar', 'disfrutar', 'naturaleza', 'asi', 'vistas', 'cueva']",1,positive,buen caminar disfrutar naturaleza asi vistas cueva
